ID,_Name,_PositionIndex,_Description,_Type,_ImageFile,_Range_Width,_Range_height,_Input1_Left,_Input1_Top,_Input1_Right,_Input1_Bottom,_FX1,_Text,_Array,_Margine,_Vmargine,_StatusType1,_StatusValue1,_StatusType2,_StatusValue2,_StatusType3,_StatusValue3,_StatusType4,_StatusValue4,_EffectID1,_EffectDescription1,_EffectID2,_EffectDescription2,_EffectID3,_EffectDescription3,_EffectID4,_EffectDescription4,_Red,_Green,_Blue
904,製作大師,416,在製作的國度裡擁有最強實力的匠人。,1,,145,16,0,0,0,0,0,1,5,2,1,384,2,0,0,0,0,0,0,0,,0,,0,,0,,255,255,183
905,金女士玩彩虹島~,69,為了讓金女士玩彩虹島的稱號~,1,,145,16,0,0,0,0,0,1,5,2,1,164,2,158,2,106,5,0,0,0,,0,,0,,0,,255,255,183
906,我最厲害~!,310,瞧你們一副沒出息的樣子!果然還是我最棒了!!! 呼~,1,,145,16,0,0,0,0,0,1,5,2,1,156,20,162,20,106,10,0,0,0,,0,,0,,0,,255,255,183
907,只是運氣好學到的,437,突破1/1000的機率而獲得此稱號的您，是真正的幸運兒啊! 嗚哈哈!,1,,145,16,0,0,0,0,0,1,5,2,1,158,3,164,3,94,3,102,3,0,,0,,0,,0,,255,255,183
908,我就愛衝鋒陷陣,311,這是專為你這種衝鋒陷陣的人創造出的稱號喔! (1/10000機率),1,,145,16,0,0,0,0,0,1,5,2,1,158,4,164,4,94,6,102,6,0,,0,,0,,0,,180,50,220
909,衝鋒陷陣高手,521,賦予為了得到好的稱號而戰勝無數挑戰的人的稱號。,1,,145,16,0,0,0,0,0,1,5,2,1,158,3,164,3,128,10,0,0,0,,0,,0,,0,,255,255,183
910,衝鋒陷陣達人,522,賦予為了得到好的稱號，而戰勝無數挑戰與逆境的人的稱號。,1,,145,16,0,0,0,0,0,1,5,2,1,158,4,164,4,128,20,0,0,0,,0,,0,,0,,180,50,220
911,衝鋒陷陣的祝福,524,給衝鋒陷陣的你的稱號。,1,,145,16,0,0,0,0,0,1,5,2,1,465,4,466,4,128,20,0,0,15003001,物理爆擊效果: 爆擊傷害增加 15%,15003021,魔法爆擊效果: 魔法爆擊增加15%,0,,0,,180,50,220
912,衝鋒陷陣的祝福,525,給衝鋒陷陣的你的稱號。,1,,145,16,0,0,0,0,0,1,5,2,1,164,4,180,4,128,20,0,0,15003021,魔法爆擊效果: 魔法爆擊增加15%,0,,0,,0,,180,50,220
913,夏日彩虹島,566,和彩虹島一起愉快地飛越夏日的炎熱吧,1,,145,16,0,0,0,0,0,1,5,2,1,158,5,164,5,176,5,180,5,0,,0,,0,,0,,37,221,233
914,初級兔子,507,剛要開始旅行的兔子。,1,,145,16,0,0,0,0,0,1,5,2,1,158,1,164,1,156,2,162,2,0,,0,,0,,0,,255,255,183
915,中級兔子,430,現在已經熟練旅行的兔子。,1,,145,16,0,0,0,0,0,1,5,2,1,158,2,164,2,156,4,162,4,0,,0,,0,,0,,255,255,183
916,高級兔子,39,現在對旅行感到很有趣的兔子。,1,,145,16,0,0,0,0,0,1,5,2,1,158,3,164,3,156,6,162,6,0,,0,,0,,0,,180,50,220
917,超高級兔子,495,現在對旅行感到厭倦的兔子。,1,,145,16,0,0,0,0,0,1,5,2,1,158,4,164,4,156,8,162,8,0,,0,,0,,0,,180,50,220
918,頂級兔子,402,對其他兔子而言非常高高在上的兔子。,1,,145,16,0,0,0,0,0,1,5,2,1,465,4,464,10,30,400,34,400,0,,0,,0,,0,,180,50,220
919,頂級兔子,403,對其他兔子而言非常高高在上的兔子。,1,,145,16,0,0,0,0,0,1,5,2,1,164,4,162,10,30,400,34,400,0,,0,,0,,0,,180,50,220
920,頌歌達人,255,每首聖誕歌都會唱的達人!,1,,145,16,0,0,0,0,0,1,5,2,1,463,5,455,25,0,0,0,0,0,,0,,0,,0,,143,195,31
921,雪橇達人,244,雪橇、滑雪板、衝浪板，樣樣全都OK!,1,,145,16,0,0,0,0,0,1,5,2,1,463,10,455,50,0,0,0,0,0,,0,,0,,0,,143,195,31
922,仁慈的小氣鬼,379,沒有想像中苛薄的小氣鬼。,1,,145,16,0,0,0,0,0,1,5,2,1,463,15,455,75,0,0,0,0,0,,0,,0,,0,,230,0,80
923,閒閒的聖誕老人,569,因為有很多小孩都不乖，所以變得很悠閒的聖誕老人。,1,,145,16,0,0,0,0,0,1,5,2,1,463,20,455,100,0,0,0,0,0,,0,,0,,0,,230,0,80
924,哇哩記者團,346,我最紅哇哩記者團!\n可使用至2012年3月21日(三)維護前,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,100,143
925,媽媽,156,我們是彩虹島物語家族!永遠愛你唷!媽媽!!,1,,145,16,0,0,0,0,0,1,5,2,1,132,5,455,50,0,0,0,0,0,,0,,0,,0,,222,146,27
926,爸爸,549,我們是彩虹島物語家族!永遠愛你唷!爸爸!!,1,,145,16,0,0,0,0,0,1,5,2,1,128,5,455,50,0,0,0,0,0,,0,,0,,0,,222,146,27
927,女兒,86,我們是彩虹島物語家族!愛你唷!可愛的女兒!!,1,,145,16,0,0,0,0,0,1,5,2,1,132,3,455,25,465,4,106,5,0,,0,,0,,0,,222,146,27
928,兒子,307,我們是彩虹島物語家族!愛你唷!帥氣的兒子!!!,1,,145,16,0,0,0,0,0,1,5,2,1,128,3,455,25,465,4,106,5,0,,0,,0,,0,,222,146,27
930,心地善良,276,在守備模式下無法產生效果。\n啟動恢復效果時產生愛心FX。\n\n有愛心的人最美!\n稱號效果適用至2012年12月31日。,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,100,143
931,圖書館管理員,113,獻給在圖書館努力工作的你!\n稱號效果適用至10月17日維護前,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,128,80
932,太陽月亮,543,中秋節就在彩虹島物語裡大團圓吧!!!\n稱號效果適用至10月17日維護前,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,255,0
933,陰森村莊陰間使者,371,來去陰森村莊探險吧~~!\n稱號效果適用至10月31日維護前,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,83,62,115
934,萬聖節小惡魔,157,不給糖就搗蛋的小惡魔!\n稱號效果適用至11月28日維護前,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,83,62,115
935,劍刃舞者,22,將劍舞到極致的人!悟道後便能自由揮灑劍術的劍刃舞者。,1,,145,16,0,0,0,0,0,1,5,2,1,106,10,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
936,天之王者,481,彩虹島物語的勇者職業稱號「天之王者」」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
937,幻武劍豪,589,彩虹島物語的勇者職業稱號「幻武劍豪」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
938,創世主,454,彩虹島物語的勇者職業稱號「創世主」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
939,諸神使者,415,彩虹島物語的勇者職業稱號「諸神使者」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
940,大毀滅者,110,彩虹島物語的勇者職業稱號「大毀滅者」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
941,流行天王,153,彩虹島物語的勇者職業稱號「流行天王」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
942,風之潛行者,563,彩虹島物語的勇者職業稱號「風之潛行者」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
943,裁決射手,391,彩虹島物語的勇者職業稱號「裁決射手」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
944,究極兵甲,51,彩虹島物語的勇者職業稱號「究極兵甲」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
945,弒魂者,266,彩虹島物語的勇者職業稱號「弒魂者」!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
946,★ 王者遠征隊 ★,613,一起加入王者遠征隊吧!!\n稱號效果適用至2013年10月29日維護前為止,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,21,230,255
947,王者小助手,351,我是王者小助手!!\n稱號效果適用至2013年10月29日維護前為止,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,255,0
948,我是風,302,[我是OOO稱號學習書系列]\n我可以劈風!,1,,145,16,0,0,0,0,0,1,5,2,1,106,15,0,0,0,0,0,0,15004401,接受物理傷害時，低幾率增加物理回避+50%,0,,0,,0,,255,255,183
949,我是王牌,296,[我是OOO稱號學習書系列]\n我是彩虹島物語的王牌!!!,1,,145,16,0,0,0,0,0,1,5,2,1,66,40,62,40,457,40,0,0,0,,0,,0,,0,,255,255,183
950,我是寬宏大量的人,289,[我是OOO稱號學習書系列]\n因為我宰相肚子能撐船所以大家都很擁戴我!,1,,145,16,0,0,0,0,0,1,5,2,1,216,1000,26,50,0,0,0,0,15004403,接受物理傷害時，低幾率增加防禦力+50%,0,,0,,0,,255,255,183
951,我是完美主義者,295,[我是OOO稱號學習書系列]\n我是完美主義者，我超完美!!,1,,145,16,0,0,0,0,0,1,5,2,1,466,10,463,10,0,0,0,0,0,,0,,0,,0,,255,255,183
952,我是上帝的傑作,294,[我是OOO稱號學習書系列]\n我集所有優點於一身，簡直就是上帝的傑作!,1,,145,16,0,0,0,0,0,1,5,2,1,66,40,62,40,457,40,463,10,15004405,接受物理傷害時，低幾率增加防禦力+50%,0,,0,,0,,254,90,190
953,我是傳說,300,[我是OOO稱號學習書系列]\n我是無所不知的傳說!!,1,,145,16,0,0,0,0,0,1,5,2,1,124,10,30,1500,465,5,0,0,15004407,爆擊時發動 : 增加爆擊傷害+30%,15004411,攻擊時，低幾率增加獲得彩虹幣+40%,0,,0,,21,230,255
954,時間支配者,260,支配彩虹島物語時間的家族!(效用適用至2013年7月3日維護前為止),1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,100,143
955,姐姐,394,彩虹島物語家族一家親!姐姐我愛你!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
956,哥哥,1,彩虹島物語家族一家親!哥哥我愛你!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
957,大哥,103,彩虹島物語家族一家親!大哥我愛你!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
958,大姐,108,彩虹島物語家族一家親!大姐我愛你!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
959,星星樹木園藝家,245,擅長裝點閃閃發亮星星樹木的星星樹木園藝家!!,1,,145,16,0,0,0,0,0,1,5,2,1,124,15,455,30,0,0,0,0,13012242,效果：受到物理攻擊時 5%機率恢復 HP 20%,0,,0,,0,,110,210,190
960,師傅的恩惠,233,老師的恩澤如天高~~(效用適用至2013年6月26日維護前為止),1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,255,0
961,進擊的爸爸,449,我的家庭真可愛!我是爸爸!,1,,145,16,0,0,0,0,0,1,5,2,1,128,5,455,50,0,0,0,0,0,,0,,0,,0,,222,146,27
962,進擊的媽媽,446,我的家庭真可愛!我是媽媽!,1,,145,16,0,0,0,0,0,1,5,2,1,132,5,455,50,0,0,0,0,0,,0,,0,,0,,222,146,27
963,進擊的兒子,447,我的家庭真可愛!我是兒子!,1,,145,16,0,0,0,0,0,1,5,2,1,128,3,455,25,465,4,106,5,0,,0,,0,,0,,222,146,27
964,進擊的女兒,443,我的家庭真可愛!我是女兒!,1,,145,16,0,0,0,0,0,1,5,2,1,132,3,455,25,465,4,106,5,0,,0,,0,,0,,222,146,27
965,進擊的哥哥,442,我的家庭真可愛!我是哥哥!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
966,進擊的姊姊,448,我的家庭真可愛!我是姐姐!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
967,進擊的大哥,444,我的家庭真可愛!我是大哥!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
968,進擊的大姊,445,我的家庭真可愛!我是大姐!,1,,145,16,0,0,0,0,0,1,5,2,1,455,20,465,4,106,10,30,200,0,,0,,0,,0,,222,146,27
969,LEVEL,689,\n彩虹島砰砰！快速升級！等級上升~,1,,145,16,0,0,0,0,17059,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,255,255,0
970,無可自拔,167,我對彩虹島物語的愛無可自拔!,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,106,5,455,25,0,0,0,,0,,0,,0,,180,50,220
971,彩虹島物語冒險家,462,我是在彩虹島物語中四處冒險的冒險家!!,1,,145,16,0,0,0,0,0,1,5,2,1,140,50,240,50,106,5,26,20,0,,0,,0,,0,,180,50,220
972,777,645,彩虹島物語7周年生日快樂!!!(效果適用至2013年8月28日維護前),1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,233,14,101
973,仲夏之夜彩虹,436,\n7?? ??? ??? ??? ???? ?? ???!!(2013? 9? 11? ???? ???? ?? ??),1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,254,174,54
974,定期維護,404,彩虹島物語的維護已順利結束。,1,,145,16,0,0,0,0,0,1,5,2,1,158,3,164,3,176,3,180,3,0,,0,,0,,0,,255,180,0
975,緊急維護,67,彩虹島物語的緊急維護已順利結束。,1,,145,16,0,0,0,0,0,1,5,2,1,158,3,164,3,128,10,0,0,0,,0,,0,,0,,255,180,0
976,臨時維護,154,彩虹島物語的臨時維護已順利結束。,1,,145,16,0,0,0,0,0,1,5,2,1,158,4,164,4,176,4,180,4,0,,0,,0,,0,,255,180,0
977,延長維護,336,彩虹島物語的延長維護已順利結束。,1,,145,16,0,0,0,0,0,1,5,2,1,158,4,164,4,128,20,0,0,0,,0,,0,,0,,255,180,0
978,製作神人,417,我可是彩虹島物語的製作神人唷!!,1,,145,16,0,0,0,0,0,1,5,2,1,384,5,0,0,0,0,0,0,0,,0,,0,,0,,0,0,0
979,★愛麗絲好友★,623,彩虹島物語的玩家全都是愛麗絲的好朋友喔~★,1,,145,16,0,0,0,0,0,1,5,2,1,465,4,461,6,0,0,0,0,0,,0,,0,,0,,55,255,103
980,★雷比好友★,619,彩虹島物語的玩家全都是雷比的好朋友喔~★,1,,145,16,0,0,0,0,0,1,5,2,1,465,3,461,3,0,0,0,0,0,,0,,0,,0,,55,255,103
981,HAPPY HALLOWEEN,670,\n快樂彩虹島！萬聖節快樂！！無論何時都幸福滿滿！！\n(30日期間制稱號),1,,145,16,0,0,0,0,17210,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,240,65,52
982,HAPPY HALLOWIN,671,\n快樂彩虹島!! 快樂萬聖節!! (永久),1,,145,16,0,0,0,0,17210,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,65,52
983,超級幸運滿分,508,\n??? ?????!,1,,145,16,0,0,0,0,0,1,5,2,1,18,100,465,5,132,5,0,0,0,,0,,0,,0,,233,14,101
984,Merry Christmas,693,\n彩虹島聖誕節快樂！！！與彩虹島一起度過幸福的聖誕節~\n(30日期間制稱號),1,,145,16,0,0,0,0,17297,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,240,65,52
985,Merry Christmas,694,\n彩虹島物語聖誕節快樂!!! 幸福的聖誕節就和彩虹島物語一起度過~\n 獲得100% Merry Christmas 永久稱號!,1,,145,16,0,0,0,0,17297,0,5,2,1,465,4,461,6,132,2,0,0,0,,0,,0,,0,,240,65,52
986,2014 奔跑!,630,\n彩虹島物語奔跑吧~! 2014 奔跑!!,1,,145,16,0,0,0,0,0,1,5,2,1,124,5,465,2,461,5,0,0,0,,0,,0,,0,,240,65,52
987,華納海姆守護者,585,\n請守護華納海姆!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,3,461,3,0,0,0,0,0,,0,,0,,0,,153,217,234
988,世界樹守護者,249,\n請守護世界樹!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,3,461,3,0,0,0,0,0,,0,,0,,0,,153,217,234
989,LATALE ★ 5YEARS,683,\n一起來慶祝彩虹島物語5年吧! 滿滿的愛!!?,1,,145,16,0,0,0,0,17308,0,5,2,1,465,1,464,3,30,100,0,0,0,,0,,0,,0,,233,14,101
990,2017 HAPPY NEW YEAR!,632,\n祝玩家們度過幸福、充滿好事的2017年！！！\n(30日期間制稱號),1,,145,16,0,0,0,0,17307,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,240,65,52
991,HAPPY NEW YEAR!,674,\n充滿著幸福美好的彩虹島物語祝大家HAPPY 2014年!!! 永久稱號,1,,145,16,0,0,0,0,17307,0,5,2,1,465,4,461,6,132,2,0,0,0,,0,,0,,0,,240,65,52
992,甜蜜蜜GM餅乾的你,487,\nGM餅乾一起分享的甜蜜蜜稱號,1,,180,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,174,201
993,甜蜜蜜GM傑諾的你,484,\nGM傑諾一起分享的甜蜜蜜稱號,1,,180,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,174,201
994,甜蜜蜜GM大伊的你,485,\nGM大伊3世一起分享的甜蜜蜜稱號,1,,180,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,174,201
995,甜蜜蜜GM莫迪的你,486,\nGM莫迪一起分享的甜蜜蜜稱號,1,,180,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,174,201
996,甜蜜蜜GM阿福勒督的你,488,\nGM阿福勒督一起分享的甜蜜蜜稱號,1,,180,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,174,201
997,甜蜜蜜GM哲修的你,489,\nGM哲修一起分享的甜蜜蜜稱號,1,,180,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,174,201
998,甜蜜蜜GM包子的你,490,\nGM包子一起分享的甜蜜蜜稱號,1,,180,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,174,201
999,[GM],605,我是GM~,1,,145,16,0,0,0,0,0,1,5,2,1,106,20,217,100,0,0,0,0,0,,0,,0,,0,,255,255,183
1000,Welcome歡樂世界,726,歡迎來到歡樂世界!!!!,1,,145,16,0,0,0,0,16936,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,255,100,143
1001,NAVER,700,\nNAVER彩虹島物語邀請您!!(期間制),1,,145,16,0,0,0,0,0,1,5,2,1,30,1000,465,3,464,20,488,50,0,,0,,0,,0,,5,207,0
1002,NAVER FX,701,\nNAVER彩虹島物語邀請您!!(永久),1,,145,16,0,0,0,0,17313,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,5,207,0
1003,PRIMIUM,705,\n您是真正的彩虹島物語PRIMIUM!,1,,145,16,0,0,0,0,17338,0,5,2,1,462,10,461,10,496,400,132,15,0,,0,,0,,0,,233,14,101
1004,LATALE ★ 5YEARS,684,\n一起來慶祝彩虹島物語5年吧! 滿滿的愛!!?,1,,145,16,0,0,0,0,17308,0,5,2,1,465,1,464,3,30,100,0,0,0,,0,,0,,0,,233,14,101
1005,隱藏記憶的探索者,367,\n我已經完成所有吉恩蒂亞公園調查員的功課了!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,193,163
1006,卡片大師,386,\n我感受到卡片大師靈氣…!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1007,★ LATALE CUP ★,610,\n中華民國萬歲!!!加油~,1,,145,16,0,0,0,0,17430,0,5,2,1,465,5,464,10,26,50,124,30,81001113,移動速度 15% 增加,0,,0,,0,,0,0,0
1008,歡慶8週年!,588,\n彩虹島8週年了呢!!真棒~!(30日期間制),1,,145,16,0,0,0,0,0,1,5,2,1,465,2,455,20,124,20,0,0,0,,0,,0,,0,,245,39,230
1009,CARD MASTER(永久),654,\n這麼不得了的成長速度…你是真正的卡片大師!,1,,145,16,0,0,0,0,17454,0,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,131,119,49
1010,CARD MASTER(期間制),653,\n驚人的成長…你是真正的CARD MASTER！,1,,145,16,0,0,0,0,17454,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,131,119,49
1011,武器英雄,168,\n武器稱雄!我武器英雄!\n套用效果至10月16日為止,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,455,10,124,10,0,0,0,,0,,0,,0,,107,81,47
1012,戒指英雄,35,\n戒指稱雄!我是戒指英雄!\n套用效果至10月16日為止,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,455,10,124,10,0,0,0,,0,,0,,0,,107,81,47
1013,耳環英雄,375,\n耳環稱雄!我是耳環英雄!\n套用效果至10月16日為止,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,455,10,124,10,0,0,0,,0,,0,,0,,107,81,47
1014,披風英雄,564,\n披風稱雄!我是披風英雄!\n套用效果至10月16日為止,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,455,10,124,10,0,0,0,,0,,0,,0,,107,81,47
1015,項鍊英雄,571,\n項鍊稱雄! 我是項鍊英雄!\n套用效果至10月16日為止,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,455,10,124,10,0,0,0,,0,,0,,0,,107,81,47
1016,CARD MASTER,652,\n懷抱著卡片靈氣的我是卡片大師!!!,1,,145,16,0,0,0,0,17454,0,5,2,1,465,5,464,10,26,50,124,30,81001112,物理/魔法命中率上升5%,0,,0,,0,,131,119,49
1017,卡片大師,387,\n我感受到卡片大師靈氣…!(30日期間制),1,,145,16,0,0,0,0,0,1,5,2,1,465,3,464,10,30,500,0,0,0,,0,,0,,0,,240,89,187
1018,LOVE?LOVE,691,\n彩虹島的玩家們都相親相愛吧！！愛心??~??,1,,145,16,0,0,0,0,17501,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1019,★No.1 STAR★,615,\n我就是彩虹島的★No.1 STAR★,1,,145,16,0,0,0,0,17529,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1020,無限彩虹島物語,171,\n挑戰彩虹島物語無止盡的冒險吧!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,464,5,455,25,30,500,0,,0,,0,,0,,245,39,230
1021,Sweet Spring,718,\n帶給玩家溫暖又香甜的氣息~~~,1,,145,16,0,0,0,0,17637,0,5,2,1,465,5,464,10,128,50,124,100,0,,0,,0,,0,,245,39,230
1022,★阿卡修拉的一員★,622,\n作為優秀的阿卡修拉的一員感到很驕傲!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,4,455,100,0,0,0,0,0,,0,,0,,0,,245,39,230
1023,220級達成者,643,\n聽說了嗎?我就是彩虹島物語的滿級王!!!,1,,145,16,0,0,0,0,0,1,5,2,1,158,4,164,4,176,4,180,4,15003001,物理效果:爆擊損傷增加 15%,15003021,物理效果:爆擊損傷增加 15%,0,,0,,255,100,255
1024,7月是我們的世界!,646,\n7月就和彩虹島物語一起~~ 我們的~ 世界!!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,6,464,15,30,600,124,25,0,,0,,0,,0,,255,100,255
1025,★奧丁的好友★,624,\n你就是奧丁的好友!!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,4,461,6,0,0,0,0,0,,0,,0,,0,,55,255,103
1026,★妮宜的好友★,618,\n你就是妮宜的好友!!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,3,461,3,0,0,0,0,0,,0,,0,,0,,55,255,103
1027,彩虹島物語9週年紀念,458,\n慶祝彩虹島物語9週年!!,1,,145,16,0,0,0,0,0,1,5,2,1,465,3,461,3,463,3,0,0,0,,0,,0,,0,,255,100,255
1028,彩虹島物語猜謎王,465,\n委任你為彩虹島物語的猜謎王!!,1,,145,16,0,0,0,0,0,1,5,2,1,456,2,0,0,0,0,0,0,0,,0,,0,,0,,245,39,230
1029,FLY TO THE MOON,662,\n望著圓月和你一起許願~,1,,145,16,0,0,0,0,17808,0,5,2,1,465,5,464,10,456,1,124,30,0,,0,,0,,0,,58,1,171
1030,未知的倉庫,173,"\n給予前來彩虹島物語10月更新""未知的倉庫""的玩家特別稱號!",1,,145,16,0,0,0,0,0,1,5,2,1,465,2,461,5,455,50,0,0,0,,0,,0,,0,,58,1,171
1031,★LATALE LEGEND★,614,\n你是彩虹島物語真正的傳奇~!,1,,145,16,0,0,0,0,0,1,5,2,1,465,2,461,4,463,4,0,0,0,,0,,0,,0,,181,137,49
1032,凱米努茲的手下,11,\n給予成為凱米努茲手下的家族特別的力量…,1,,145,16,0,0,0,0,0,1,5,2,1,465,2,461,5,463,5,0,0,0,,0,,0,,0,,245,39,230
1033,奈潘斯的手下,78,\n成為奈潘斯的手下定會忠心不二,1,,145,16,0,0,0,0,0,1,5,2,1,465,2,461,5,455,60,0,0,0,,0,,0,,0,,245,39,230
1034,特洛里同盟軍,545,\n強大的特洛里同盟軍力量,1,,145,16,0,0,0,0,0,1,5,2,1,465,1,464,5,455,20,30,500,0,,0,,0,,0,,245,39,230
1035,麥德斯的手藝,163,\n麥德斯的手藝是最棒的~因為你是最棒的對吧?,1,,145,16,0,0,0,0,0,1,5,2,1,369,3,384,5,411,30,0,0,0,,0,,0,,0,,0,0,0
1036,弧形大師,580,\n4轉職業王者稱號!! 我就是彩虹島物語的弧形大師!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1037,暴力大師,559,\n4轉職業王者稱號!! 我就是彩虹島物語的暴力大師!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1038,闇影武士,315,\n4轉職業王者稱號!! 我就是彩虹島物語的闇影武士!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
1039,魂之勇者,583,\n4轉職業王者稱號!! 我就是彩虹島物語的魂之勇者!,1,,145,16,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,0,0,0,,0,,0,,0,,240,89,187
